facility,year,quarter,art_current,art_new
hirih,2019,2,23,3
hirih,2019,3,29,6
hirih,2019,4,27,1
hirih,2020,2,31,3
hirih,2020,1,28,1
sisuk,2015,1,3,1
sisuk,2015,2,7,4
sisuk,2015,3,9,5
sisuk,2015,4,13,6
sisuk,2016,1,15,4
sisuk,2016,2,16,2
sisuk,2016,3,23,7
sisuk,2016,4,18,1
sisuk,2017,1,21,2
sisuk,2017,2,22,4
sisuk,2017,3,22,2
sisuk,2017,4,26,4
sisuk,2018,1,27,3
sisuk,2018,2,27,0
sisuk,2018,3,27,1
sisuk,2018,4,29,5
sisuk,2019,1,36,8
sisuk,2019,2,37,3
sisuk,2019,3,35,2
sisuk,2019,4,34,1
sisuk,2020,2,39,5
sisuk,2020,1,36,3
mazun,2015,1,23,5
mazun,2015,2,24,2
mazun,2015,3,28,5
mazun,2015,4,29,3
mazun,2016,1,31,2
mazun,2016,2,33,5
mazun,2016,3,43,12
mazun,2016,4,47,6
mazun,2017,1,51,7
mazun,2017,2,56,6
mazun,2017,3,60,9
mazun,2017,4,69,1
mazun,2018,1,60,3
mazun,2018,2,59,3
mazun,2018,3,62,6
mazun,2018,4,59,2
mazun,2019,1,65,4
mazun,2019,2,69,7
mazun,2019,3,70,2
mazun,2019,4,65,3
mazun,2020,2,75,9
mazun,2020,1,66,6
majuv,2015,1,169,57
majuv,2015,2,212,64
majuv,2015,3,247,61
majuv,2015,4,270,56
majuv,2016,1,304,64
majuv,2016,2,366,85
majuv,2016,3,449,130
majuv,2016,4,507,117
majuv,2017,1,547,98
majuv,2017,2,585,127
majuv,2017,3,654,90
majuv,2017,4,818,107
majuv,2018,1,748,121
majuv,2018,2,902,202
majuv,2018,3,1069,316
majuv,2018,4,1217,245
majuv,2019,1,1205,176
majuv,2019,2,1302,173
majuv,2019,3,1286,161
majuv,2019,4,1282,167
majuv,2020,2,1290,94
majuv,2020,1,1318,159
kuhih,2015,1,64,6
kuhih,2015,2,65,6
kuhih,2015,3,70,12
kuhih,2015,4,73,7
kuhih,2016,1,81,11
kuhih,2016,2,103,15
kuhih,2016,3,95,17
kuhih,2016,4,124,15
kuhih,2017,1,136,14
kuhih,2017,2,149,29
kuhih,2017,3,142,15
kuhih,2017,4,145,10
kuhih,2018,1,162,21
kuhih,2018,2,177,26
kuhih,2018,3,189,21
kuhih,2018,4,186,18
kuhih,2019,1,186,11
kuhih,2019,2,188,10
kuhih,2019,3,190,9
kuhih,2019,4,197,13
kuhih,2020,2,215,10
kuhih,2020,1,198,4
votin,2015,1,104,54
votin,2015,2,144,49
votin,2015,3,243,108
votin,2015,4,404,180
votin,2016,1,499,117
votin,2016,2,571,117
votin,2016,3,708,186
votin,2016,4,801,116
votin,2017,1,895,172
votin,2017,2,920,115
votin,2017,3,986,152
votin,2017,4,965,111
votin,2018,1,1029,119
votin,2018,2,1175,179
votin,2018,3,1173,305
votin,2018,4,1258,224
votin,2019,1,1275,179
votin,2019,2,1328,157
votin,2019,3,1358,149
votin,2019,4,1415,148
votin,2020,2,1479,96
votin,2020,1,1500,185
malog,2015,1,0,0
malog,2015,2,19,20
malog,2015,3,48,31
malog,2015,4,82,39
malog,2016,1,122,50
malog,2016,2,144,42
malog,2016,3,173,45
malog,2016,4,236,55
malog,2017,1,258,56
malog,2017,2,311,68
malog,2017,3,345,54
malog,2017,4,360,31
malog,2018,1,389,48
malog,2018,2,411,39
malog,2018,3,325,40
malog,2018,4,446,51
malog,2019,1,465,44
malog,2019,2,502,44
malog,2019,3,520,39
malog,2019,4,529,40
malog,2020,2,590,50
malog,2020,1,538,60
nohub,2015,1,34,31
nohub,2015,2,57,29
nohub,2015,3,75,23
nohub,2015,4,82,12
nohub,2016,1,102,19
nohub,2016,2,111,13
nohub,2016,3,119,14
nohub,2016,4,129,14
nohub,2017,1,138,21
nohub,2017,2,152,16
nohub,2017,3,163,12
nohub,2017,4,159,10
nohub,2018,1,168,21
nohub,2018,2,169,8
nohub,2018,3,181,13
nohub,2018,4,188,13
nohub,2019,1,197,18
nohub,2019,2,197,12
nohub,2019,3,196,10
nohub,2019,4,196,8
nohub,2020,2,224,12
nohub,2020,1,210,18
musov,2015,1,59,32
musov,2015,2,84,30
musov,2015,3,100,22
musov,2015,4,109,14
musov,2016,1,133,32
musov,2016,2,147,25
musov,2016,3,166,28
musov,2016,4,174,17
musov,2017,1,184,16
musov,2017,2,194,16
musov,2017,3,197,14
musov,2017,4,206,19
musov,2018,1,213,12
musov,2018,2,221,16
musov,2018,3,224,14
musov,2018,4,246,21
musov,2019,1,245,13
musov,2019,2,263,20
musov,2019,3,264,13
musov,2019,4,267,16
musov,2020,2,289,10
musov,2020,1,286,12
foroz,2015,2,4,4
foroz,2015,3,5,1
foroz,2015,4,5,1
foroz,2016,1,6,2
foroz,2016,2,5,0
foroz,2016,3,8,4
foroz,2016,4,10,6
foroz,2017,1,9,3
foroz,2017,2,9,0
foroz,2017,3,13,4
foroz,2017,4,11,2
foroz,2018,1,NA,2
foroz,2018,2,17,4
foroz,2018,3,20,5
foroz,2018,4,22,2
foroz,2019,1,26,4
foroz,2019,2,28,4
foroz,2019,3,34,6
foroz,2019,4,36,5
foroz,2020,2,44,4
foroz,2020,1,40,5
lohul,2015,3,0,0
lohul,2016,1,25,7
lohul,2016,2,26,1
lohul,2016,3,27,2
lohul,2016,4,28,1
lohul,2017,1,30,2
lohul,2017,2,33,5
lohul,2017,3,34,2
lohul,2017,4,38,4
lohul,2018,1,38,1
lohul,2018,2,42,4
lohul,2018,3,44,3
lohul,2018,4,45,1
lohul,2019,1,50,6
lohul,2019,2,55,5
lohul,2019,3,53,7
lohul,2019,4,59,4
lohul,2020,2,79,8
lohul,2020,1,71,14
vipog,2015,3,0,0
vipog,2015,4,15,17
vipog,2016,1,41,30
vipog,2016,2,74,39
vipog,2016,3,87,20
vipog,2016,4,106,25
vipog,2017,1,136,37
vipog,2017,2,141,22
vipog,2017,3,172,30
vipog,2017,4,196,34
vipog,2018,1,216,37
vipog,2018,2,253,48
vipog,2018,3,277,40
vipog,2018,4,290,27
vipog,2019,1,306,31
vipog,2019,2,324,31
vipog,2019,3,341,37
vipog,2019,4,338,28
vipog,2020,2,314,19
vipog,2020,1,304,24
puhug,2015,3,0,0
puhug,2015,4,20,20
puhug,2016,1,40,27
puhug,2016,2,54,18
puhug,2016,3,94,43
puhug,2016,4,122,27
puhug,2017,1,142,46
puhug,2017,2,167,19
puhug,2017,3,180,22
puhug,2017,4,186,29
puhug,2018,1,200,18
puhug,2018,2,179,12
puhug,2018,3,200,18
puhug,2018,4,268,25
puhug,2019,1,266,43
puhug,2019,2,281,25
puhug,2019,3,294,41
puhug,2019,4,297,26
puhug,2020,2,335,17
puhug,2020,1,308,22
darab,2015,3,0,0
darab,2015,4,43,44
darab,2016,1,70,30
darab,2016,2,90,27
darab,2016,3,105,21
darab,2016,4,107,11
darab,2017,1,114,9
darab,2017,2,112,2
darab,2017,3,118,8
darab,2017,4,139,18
darab,2018,1,140,9
darab,2018,2,154,14
darab,2018,3,154,12
darab,2018,4,166,15
darab,2019,1,166,10
darab,2019,2,171,16
darab,2019,3,177,13
darab,2019,4,173,5
darab,2020,2,181,14
darab,2020,1,173,10
mizoh,2016,1,8,7
mizoh,2016,2,19,11
mizoh,2016,3,43,36
mizoh,2016,4,60,26
mizoh,2017,1,90,33
mizoh,2017,2,92,17
mizoh,2017,3,93,27
mizoh,2017,4,141,44
mizoh,2018,1,165,46
mizoh,2018,2,162,21
mizoh,2018,3,172,27
mizoh,2018,4,186,35
mizoh,2019,1,190,25
mizoh,2019,2,213,29
mizoh,2019,3,229,38
mizoh,2019,4,245,31
mizoh,2020,2,300,25
mizoh,2020,1,277,32
rinih,2016,1,20,20
rinih,2016,2,35,19
rinih,2016,3,85,59
rinih,2016,4,122,56
rinih,2017,1,129,40
rinih,2017,2,158,55
rinih,2017,3,193,60
rinih,2017,4,198,46
rinih,2018,1,221,57
rinih,2018,2,250,47
rinih,2018,3,278,46
rinih,2018,4,330,48
rinih,2019,1,362,47
rinih,2019,2,306,37
rinih,2019,3,304,31
rinih,2019,4,307,34
rinih,2020,2,356,28
rinih,2020,1,334,43
lodip,2016,2,5,5
lodip,2016,3,49,51
lodip,2016,4,85,41
lodip,2017,1,123,54
lodip,2017,2,171,63
lodip,2017,3,235,87
lodip,2017,4,272,58
lodip,2018,1,327,60
lodip,2018,2,382,79
lodip,2018,3,414,66
lodip,2018,4,408,39
lodip,2019,1,435,52
lodip,2019,2,472,64
lodip,2019,3,480,37
lodip,2019,4,462,34
lodip,2020,1,514,39
lodip,2020,2,529,10
sodun,2016,2,97,102
sodun,2016,3,114,28
sodun,2016,4,144,42
sodun,2017,1,150,20
sodun,2017,2,159,23
sodun,2017,3,172,17
sodun,2017,4,189,24
sodun,2018,1,194,24
sodun,2018,2,223,28
sodun,2018,3,218,23
sodun,2018,4,222,26
sodun,2019,1,251,41
sodun,2019,2,268,28
sodun,2019,3,294,30
sodun,2019,4,288,36
sodun,2020,2,321,19
sodun,2020,1,313,34
kunug,2017,3,0,0
kunug,2017,4,0,0
kunug,2018,1,2,2
kunug,2018,2,3,2
kunug,2018,3,7,5
kunug,2018,4,15,11
kunug,2019,1,16,4
kunug,2019,2,21,7
kunug,2019,3,19,4
kunug,2019,4,20,3
kunug,2020,1,21,4
kunug,2020,2,18,2
fikaj,2016,4,0,0
fikaj,2017,1,0,0
fikaj,2017,2,7,7
fikaj,2017,3,21,15
fikaj,2017,4,30,12
fikaj,2018,1,44,16
fikaj,2018,2,59,21
fikaj,2018,3,74,23
fikaj,2018,4,92,24
fikaj,2019,1,114,29
fikaj,2019,2,136,32
fikaj,2019,3,152,26
fikaj,2019,4,154,19
fikaj,2020,1,161,14
fikaj,2020,2,166,18
sidog,2017,2,380,103
sidog,2017,3,468,104
sidog,2017,4,491,73
sidog,2018,1,543,80
sidog,2018,2,548,50
sidog,2018,3,627,87
sidog,2018,4,591,38
sidog,2019,1,600,59
sidog,2019,2,661,68
sidog,2019,3,703,73
sidog,2019,4,741,81
sidog,2020,2,855,35
sidog,2020,1,842,80
nopaj,2017,2,16,16
nopaj,2017,3,19,3
nopaj,2017,4,18,2
nopaj,2018,1,20,6
nopaj,2018,2,25,3
nopaj,2018,3,22,1
nopaj,2018,4,23,2
nopaj,2019,1,26,3
nopaj,2019,2,27,1
nopaj,2019,3,29,3
nopaj,2020,2,39,5
nopaj,2020,1,35,4
rigol,2018,3,118,18
rigol,2018,4,116,21
rigol,2019,1,120,10
rigol,2019,2,127,18
rigol,2019,3,146,20
rigol,2019,4,156,19
rigol,2020,1,165,21
rigol,2020,2,171,15
tolob,2018,3,161,25
tolob,2018,4,163,18
tolob,2019,1,157,10
tolob,2019,2,159,8
tolob,2019,3,161,11
tolob,2019,4,173,24
tolob,2020,2,188,16
tolob,2020,1,187,14
nibap,2018,3,186,188
nibap,2018,4,277,102
nibap,2019,1,295,27
nibap,2019,2,312,26
nibap,2019,3,309,16
nibap,2019,4,308,11
nibap,2020,2,315,15
nibap,2020,1,308,10
buhuj,2018,3,238,240
buhuj,2018,4,720,496
buhuj,2019,1,767,78
buhuj,2019,2,808,48
buhuj,2019,3,840,51
buhuj,2019,4,859,37
buhuj,2020,2,940,61
buhuj,2020,1,879,64
mudih,2018,3,29,29
mudih,2018,4,57,43
mudih,2019,1,82,35
mudih,2019,2,107,29
mudih,2019,3,118,23
mudih,2019,4,126,19
mudih,2020,2,156,25
mudih,2020,1,132,26
buguz,2020,2,16,14
buguz,2020,1,2,3
hubuj,2020,2,38,4
hubuj,2020,1,36,4
tiduf,2020,2,331,45
tiduf,2020,1,239,92
