facility,year,quarter,art_current,art_new
gofol,2016,2,622,82
gofol,2016,3,778,108
gofol,2016,4,844,131
gofol,2017,1,869,98
gofol,2017,2,844,86
gofol,2017,3,861,92
gofol,2017,4,887,99
gofol,2018,1,963,92
gofol,2018,2,980,88
gofol,2018,3,1097,123
gofol,2018,4,1147,118
gofol,2019,1,1180,102
gofol,2019,2,1200,85
gofol,2019,3,1226,111
gofol,2019,4,1268,79
gofol,2020,1,1261,86
gofol,2020,2,1300,62
fakoh,2015,1,614,41
fakoh,2015,2,626,30
fakoh,2015,3,669,47
fakoh,2015,4,698,43
fakoh,2016,1,727,62
fakoh,2016,2,807,59
fakoh,2016,3,806,70
fakoh,2016,4,822,48
fakoh,2017,1,894,62
fakoh,2017,2,848,44
fakoh,2017,3,868,48
fakoh,2017,4,871,47
fakoh,2018,1,897,47
fakoh,2018,2,927,54
fakoh,2018,3,922,34
fakoh,2018,4,965,53
fakoh,2019,1,940,50
fakoh,2019,2,902,45
fakoh,2019,3,886,42
fakoh,2019,4,930,27
fakoh,2020,2,839,27
fakoh,2020,1,819,41
javul,2015,1,207,16
javul,2015,2,204,7
javul,2015,3,208,11
javul,2015,4,207,13
javul,2016,1,220,14
javul,2016,2,217,15
javul,2016,3,222,15
javul,2016,4,221,16
javul,2017,1,215,10
javul,2017,2,234,17
javul,2017,3,242,7
javul,2017,4,245,15
javul,2018,1,256,16
javul,2018,2,262,14
javul,2018,3,275,21
javul,2018,4,272,16
javul,2019,1,276,11
javul,2019,2,281,8
javul,2019,3,287,14
javul,2019,4,285,17
javul,2020,1,284,10
javul,2020,2,301,17
punug,2015,1,259,73
punug,2015,2,279,87
punug,2015,3,289,63
punug,2015,4,294,55
punug,2016,1,306,65
punug,2016,2,315,72
punug,2016,3,356,112
punug,2016,4,373,85
punug,2017,1,425,81
punug,2017,2,402,84
punug,2017,3,443,77
punug,2017,4,519,96
punug,2018,1,472,92
punug,2018,2,504,90
punug,2018,3,513,85
punug,2018,4,356,86
punug,2019,1,456,80
punug,2019,2,461,74
punug,2019,3,440,69
punug,2019,4,526,91
punug,2020,1,556,101
punug,2020,2,611,55
dunub,2015,1,165,9
dunub,2015,2,172,8
dunub,2015,3,124,6
dunub,2015,4,154,10
dunub,2016,1,149,10
dunub,2016,2,147,9
dunub,2016,3,177,17
dunub,2016,4,173,8
dunub,2017,1,212,17
dunub,2017,2,216,11
dunub,2017,3,226,15
dunub,2017,4,202,9
dunub,2018,1,215,18
dunub,2018,2,214,8
dunub,2018,3,230,13
dunub,2018,4,236,11
dunub,2019,1,233,19
dunub,2019,2,247,6
dunub,2019,3,263,20
dunub,2019,4,258,11
dunub,2020,2,262,5
dunub,2020,1,262,8
vulog,2015,1,214,22
vulog,2015,2,224,13
vulog,2015,3,236,18
vulog,2015,4,264,31
vulog,2016,1,271,17
vulog,2016,2,279,27
vulog,2016,3,299,39
vulog,2016,4,337,34
vulog,2017,1,370,43
vulog,2017,2,371,29
vulog,2017,3,405,35
vulog,2017,4,456,32
vulog,2018,1,483,37
vulog,2018,2,502,30
vulog,2018,3,524,33
vulog,2018,4,544,27
vulog,2019,1,571,32
vulog,2019,2,592,31
vulog,2019,3,611,21
vulog,2019,4,597,23
vulog,2020,2,557,21
vulog,2020,1,540,28
dodam,2015,1,179,19
dodam,2015,2,210,23
dodam,2015,3,221,25
dodam,2015,4,219,14
dodam,2016,1,229,23
dodam,2016,2,229,10
dodam,2016,3,253,21
dodam,2016,4,259,15
dodam,2017,1,269,28
dodam,2017,2,288,20
dodam,2017,3,303,25
dodam,2017,4,321,27
dodam,2018,1,361,46
dodam,2018,2,373,28
dodam,2018,3,399,38
dodam,2018,4,393,25
dodam,2019,1,419,35
dodam,2019,2,423,25
dodam,2019,3,424,24
dodam,2019,4,432,33
dodam,2020,2,436,15
dodam,2020,1,440,24
limom,2015,1,118,11
limom,2015,2,120,10
limom,2015,3,120,8
limom,2015,4,138,24
limom,2016,1,134,5
limom,2016,2,138,8
limom,2016,3,154,21
limom,2016,4,147,8
limom,2017,1,89,2
limom,2017,2,154,8
limom,2017,3,152,6
limom,2017,4,157,11
limom,2018,1,161,8
limom,2018,2,166,7
limom,2018,3,163,8
limom,2018,4,173,14
limom,2019,1,177,8
limom,2019,2,180,6
limom,2019,3,173,8
limom,2019,4,172,9
limom,2020,2,182,7
limom,2020,1,184,13
zukum,2015,1,195,11
zukum,2015,2,218,26
zukum,2015,3,215,18
zukum,2015,4,221,17
zukum,2016,1,217,19
zukum,2016,2,233,11
zukum,2016,3,244,34
zukum,2016,4,296,66
zukum,2017,1,323,39
zukum,2017,2,335,19
zukum,2017,3,358,24
zukum,2017,4,360,27
zukum,2018,1,366,26
zukum,2018,2,358,15
zukum,2018,3,351,18
zukum,2018,4,365,16
zukum,2019,1,375,18
zukum,2019,2,388,18
zukum,2019,3,391,18
zukum,2019,4,405,17
zukum,2020,2,408,12
zukum,2020,1,398,10
tabut,2015,1,54,2
tabut,2015,2,63,9
tabut,2015,3,68,1
tabut,2015,4,74,13
tabut,2016,1,78,7
tabut,2016,2,72,8
tabut,2016,3,87,6
tabut,2016,4,91,18
tabut,2017,1,106,18
tabut,2017,2,116,12
tabut,2017,3,128,10
tabut,2017,4,142,21
tabut,2018,1,139,6
tabut,2018,2,136,6
tabut,2018,3,134,10
tabut,2018,4,139,7
tabut,2019,1,144,7
tabut,2019,2,168,15
tabut,2019,3,175,8
tabut,2019,4,167,10
tabut,2020,1,163,5
tabut,2020,2,163,5
kipag,2015,1,149,7
kipag,2015,2,153,6
kipag,2015,3,161,13
kipag,2015,4,164,7
kipag,2016,1,177,7
kipag,2016,2,166,7
kipag,2016,3,175,16
kipag,2016,4,180,12
kipag,2017,1,192,12
kipag,2017,2,195,9
kipag,2017,3,195,10
kipag,2017,4,196,13
kipag,2018,1,196,7
kipag,2018,2,192,13
kipag,2018,3,203,14
kipag,2018,4,196,4
kipag,2019,1,196,6
kipag,2019,2,203,12
kipag,2019,3,214,14
kipag,2019,4,218,12
kipag,2020,2,206,8
kipag,2020,1,205,11
gajus,2015,1,362,18
gajus,2015,2,394,41
gajus,2015,3,440,48
gajus,2015,4,436,42
gajus,2016,1,488,46
gajus,2016,2,523,76
gajus,2016,3,563,46
gajus,2016,4,603,58
gajus,2017,1,637,63
gajus,2017,2,660,71
gajus,2017,3,702,70
gajus,2017,4,736,71
gajus,2018,1,799,91
gajus,2018,2,862,90
gajus,2018,3,938,111
gajus,2018,4,958,93
gajus,2019,1,1013,73
gajus,2019,2,1034,77
gajus,2019,3,1028,62
gajus,2019,4,1095,51
gajus,2020,2,1149,42
gajus,2020,1,1138,75
rodas,2015,1,425,70
rodas,2015,2,451,57
rodas,2015,3,473,46
rodas,2015,4,504,65
rodas,2016,1,563,78
rodas,2016,2,617,86
rodas,2016,3,708,130
rodas,2016,4,771,96
rodas,2017,1,873,111
rodas,2017,2,924,92
rodas,2017,3,915,76
rodas,2017,4,998,139
rodas,2018,1,1060,102
rodas,2018,2,1063,92
rodas,2018,3,1064,82
rodas,2018,4,1063,74
rodas,2019,1,1117,110
rodas,2019,2,1181,120
rodas,2019,3,1214,119
rodas,2019,4,1206,90
rodas,2020,2,1261,77
rodas,2020,1,1255,106
lupum,2015,1,369,19
lupum,2015,2,382,18
lupum,2015,3,383,16
lupum,2015,4,386,12
lupum,2016,1,387,15
lupum,2016,2,401,26
lupum,2016,3,403,24
lupum,2016,4,414,13
lupum,2017,1,435,17
lupum,2017,2,445,25
lupum,2017,3,516,22
lupum,2017,4,452,24
lupum,2018,1,467,29
lupum,2018,2,465,16
lupum,2018,3,480,23
lupum,2018,4,488,22
lupum,2019,1,494,29
lupum,2019,2,475,18
lupum,2019,3,472,11
lupum,2019,4,482,16
lupum,2020,2,479,14
lupum,2020,1,497,18
jopim,2015,1,231,31
jopim,2015,2,243,29
jopim,2015,3,276,28
jopim,2015,4,263,20
jopim,2016,1,265,21
jopim,2016,2,280,25
jopim,2016,3,281,33
jopim,2016,4,287,19
jopim,2017,1,344,45
jopim,2017,2,365,40
jopim,2017,3,377,34
jopim,2017,4,376,38
jopim,2018,1,394,46
jopim,2018,2,430,45
jopim,2018,3,434,45
jopim,2018,4,436,45
jopim,2019,1,441,50
jopim,2019,2,463,46
jopim,2019,3,480,48
jopim,2019,4,487,42
jopim,2020,1,506,61
jopim,2020,2,512,32
nuzot,2015,1,406,24
nuzot,2015,2,397,27
nuzot,2015,3,415,33
nuzot,2015,4,421,38
nuzot,2016,1,485,58
nuzot,2016,2,517,59
nuzot,2016,3,527,44
nuzot,2016,4,592,50
nuzot,2017,1,612,61
nuzot,2017,2,674,69
nuzot,2017,3,736,50
nuzot,2017,4,747,38
nuzot,2018,1,751,40
nuzot,2018,2,795,39
nuzot,2018,3,810,50
nuzot,2018,4,831,55
nuzot,2019,1,839,46
nuzot,2019,2,860,36
nuzot,2019,3,856,46
nuzot,2019,4,848,39
nuzot,2020,2,894,35
nuzot,2020,1,900,38
huzuz,2015,1,180,10
huzuz,2015,2,199,23
huzuz,2015,3,211,17
huzuz,2015,4,214,14
huzuz,2016,1,214,15
huzuz,2016,2,221,15
huzuz,2016,3,222,15
huzuz,2016,4,227,23
huzuz,2017,1,238,23
huzuz,2017,2,246,23
huzuz,2017,3,258,12
huzuz,2017,4,250,7
huzuz,2018,1,254,7
huzuz,2018,2,262,13
huzuz,2018,3,277,18
huzuz,2018,4,278,13
huzuz,2019,1,283,18
huzuz,2019,2,283,12
huzuz,2019,3,272,13
huzuz,2019,4,282,19
huzuz,2020,2,290,12
huzuz,2020,1,283,14
zuruv,2015,1,286,14
zuruv,2015,2,303,14
zuruv,2015,3,332,32
zuruv,2015,4,379,47
zuruv,2016,1,421,45
zuruv,2016,2,443,43
zuruv,2016,3,473,50
zuruv,2016,4,458,45
zuruv,2017,1,483,55
zuruv,2017,2,545,48
zuruv,2017,3,592,40
zuruv,2017,4,636,25
zuruv,2018,1,650,49
zuruv,2018,2,653,34
zuruv,2018,3,592,45
zuruv,2018,4,640,40
zuruv,2019,1,633,29
zuruv,2019,2,668,35
zuruv,2019,3,496,35
zuruv,2019,4,603,35
zuruv,2020,2,681,17
zuruv,2020,1,664,35
zibir,2015,1,529,12
zibir,2015,2,549,21
zibir,2015,3,563,32
zibir,2015,4,564,16
zibir,2016,1,580,24
zibir,2016,2,553,9
zibir,2016,3,602,47
zibir,2016,4,623,23
zibir,2017,1,633,19
zibir,2017,2,635,11
zibir,2017,3,611,18
zibir,2017,4,617,15
zibir,2018,1,614,15
zibir,2018,2,606,12
zibir,2018,3,603,17
zibir,2018,4,614,9
zibir,2019,1,592,19
zibir,2019,2,596,6
zibir,2019,3,591,11
zibir,2019,4,597,3
zibir,2020,2,598,6
zibir,2020,1,601,14
sobut,2015,1,432,35
sobut,2015,2,450,24
sobut,2015,3,478,33
sobut,2015,4,519,43
sobut,2016,1,472,31
sobut,2016,2,547,45
sobut,2016,3,571,42
sobut,2016,4,617,54
sobut,2017,1,643,41
sobut,2017,2,638,33
sobut,2017,3,596,45
sobut,2017,4,645,30
sobut,2018,1,613,42
sobut,2018,2,697,40
sobut,2018,3,711,30
sobut,2018,4,736,38
sobut,2019,1,761,30
sobut,2019,2,786,33
sobut,2019,3,800,32
sobut,2019,4,791,25
sobut,2020,1,811,27
sobut,2020,2,782,16
sasis,2015,1,366,52
sasis,2015,2,413,43
sasis,2015,3,466,48
sasis,2015,4,447,37
sasis,2016,1,459,43
sasis,2016,2,465,57
sasis,2016,3,526,85
sasis,2016,4,553,49
sasis,2017,1,544,61
sasis,2017,2,572,62
sasis,2017,3,605,80
sasis,2017,4,657,51
sasis,2018,1,625,51
sasis,2018,2,647,31
sasis,2018,3,646,48
sasis,2018,4,659,53
sasis,2019,1,659,76
sasis,2019,2,676,57
sasis,2019,3,688,58
sasis,2019,4,680,64
sasis,2020,2,748,60
sasis,2020,1,710,51
hoson,2015,1,400,28
hoson,2015,2,408,25
hoson,2015,3,468,60
hoson,2015,4,504,47
hoson,2016,1,541,44
hoson,2016,2,573,38
hoson,2016,3,633,89
hoson,2016,4,646,39
hoson,2017,1,705,63
hoson,2017,2,733,44
hoson,2017,3,761,52
hoson,2017,4,775,42
hoson,2018,1,786,51
hoson,2018,2,828,50
hoson,2018,3,845,51
hoson,2018,4,866,35
hoson,2019,1,881,48
hoson,2019,2,895,47
hoson,2019,3,922,42
hoson,2019,4,943,44
hoson,2020,1,959,38
hoson,2020,2,962,32
suzol,2015,1,394,16
suzol,2015,2,416,23
suzol,2015,3,243,12
suzol,2015,4,298,17
suzol,2016,1,325,25
suzol,2016,2,361,38
suzol,2016,3,411,57
suzol,2016,4,469,76
suzol,2017,1,488,52
suzol,2017,2,510,25
suzol,2017,3,553,48
suzol,2017,4,553,22
suzol,2018,1,569,34
suzol,2018,2,589,32
suzol,2018,3,608,39
suzol,2018,4,620,29
suzol,2019,1,635,29
suzol,2019,2,637,19
suzol,2019,3,619,21
suzol,2019,4,617,17
suzol,2020,1,606,13
suzol,2020,2,603,14
juhir,2015,1,163,22
juhir,2015,2,191,28
juhir,2015,3,208,27
juhir,2015,4,226,31
juhir,2016,1,250,20
juhir,2016,2,248,15
juhir,2016,3,275,37
juhir,2016,4,296,36
juhir,2017,1,326,35
juhir,2017,2,334,29
juhir,2017,3,363,43
juhir,2017,4,374,27
juhir,2018,1,387,23
juhir,2018,2,398,32
juhir,2018,3,417,41
juhir,2018,4,450,29
juhir,2019,1,459,33
juhir,2019,2,445,27
juhir,2019,3,454,33
juhir,2019,4,460,30
juhir,2020,1,494,21
juhir,2020,2,498,15
fobiv,2015,1,98,6
fobiv,2015,2,106,11
fobiv,2015,3,113,7
fobiv,2015,4,114,8
fobiv,2016,1,122,10
fobiv,2016,2,125,12
fobiv,2016,3,119,9
fobiv,2016,4,120,5
fobiv,2017,1,149,26
fobiv,2017,2,115,6
fobiv,2017,3,149,13
fobiv,2017,4,152,4
fobiv,2018,1,87,6
fobiv,2018,2,135,13
fobiv,2018,3,157,25
fobiv,2018,4,150,13
fobiv,2019,1,162,17
fobiv,2019,2,165,7
fobiv,2019,3,181,14
fobiv,2019,4,185,13
fobiv,2020,2,184,7
fobiv,2020,1,203,12
zodis,2015,1,306,12
zodis,2015,2,337,25
zodis,2015,3,344,15
zodis,2015,4,335,15
zodis,2016,1,357,19
zodis,2016,2,343,17
zodis,2016,3,343,24
zodis,2016,4,348,19
zodis,2017,1,365,27
zodis,2017,2,364,32
zodis,2017,3,454,28
zodis,2017,4,350,24
zodis,2018,1,384,24
zodis,2018,2,419,23
zodis,2018,3,429,34
zodis,2018,4,417,22
zodis,2019,1,415,20
zodis,2019,2,442,20
zodis,2019,3,457,33
zodis,2019,4,457,16
zodis,2020,2,514,18
zodis,2020,1,501,30
fuhor,2015,1,124,12
fuhor,2015,2,125,8
fuhor,2015,3,135,19
fuhor,2015,4,137,15
fuhor,2016,1,142,11
fuhor,2016,2,148,8
fuhor,2016,3,160,21
fuhor,2016,4,178,18
fuhor,2017,1,191,18
fuhor,2017,2,201,16
fuhor,2017,3,216,23
fuhor,2017,4,223,14
fuhor,2018,1,247,23
fuhor,2018,2,241,13
fuhor,2018,3,256,28
fuhor,2018,4,257,13
fuhor,2019,1,265,15
fuhor,2019,2,269,13
fuhor,2019,3,279,22
fuhor,2019,4,285,15
fuhor,2020,2,290,8
fuhor,2020,1,295,10
kanod,2015,1,402,35
kanod,2015,2,403,31
kanod,2015,3,449,48
kanod,2015,4,460,28
kanod,2016,1,477,34
kanod,2016,2,476,29
kanod,2016,3,510,60
kanod,2016,4,520,37
kanod,2017,1,568,43
kanod,2017,2,584,57
kanod,2017,3,624,55
kanod,2017,4,640,54
kanod,2018,1,649,29
kanod,2018,2,667,33
kanod,2018,3,682,57
kanod,2018,4,708,55
kanod,2019,1,718,37
kanod,2019,2,724,30
kanod,2019,3,729,44
kanod,2019,4,733,55
kanod,2020,2,738,33
kanod,2020,1,728,38
higub,2015,1,88,6
higub,2015,2,91,3
higub,2015,3,97,10
higub,2015,4,104,4
higub,2016,1,106,4
higub,2016,2,98,3
higub,2016,3,95,3
higub,2016,4,99,9
higub,2017,1,103,7
higub,2017,2,106,4
higub,2017,3,105,5
higub,2017,4,92,8
higub,2018,1,121,10
higub,2018,2,119,7
higub,2018,3,118,7
higub,2018,4,122,11
higub,2019,1,132,8
higub,2019,2,123,6
higub,2019,3,141,10
higub,2019,4,170,13
higub,2020,1,133,9
higub,2020,2,144,13
fozur,2015,1,595,54
fozur,2015,2,597,43
fozur,2015,3,664,93
fozur,2015,4,662,63
fozur,2016,1,713,80
fozur,2016,2,786,90
fozur,2016,3,873,107
fozur,2016,4,877,67
fozur,2017,1,954,114
fozur,2017,2,1006,75
fozur,2017,3,1008,94
fozur,2017,4,1017,52
fozur,2018,1,1034,65
fozur,2018,2,1093,74
fozur,2018,3,1082,86
fozur,2018,4,1210,70
fozur,2019,1,1190,91
fozur,2019,2,1188,67
fozur,2019,3,1122,59
fozur,2019,4,1141,71
fozur,2020,2,1161,48
fozur,2020,1,1181,61
rokuh,2015,1,121,20
rokuh,2015,2,118,10
rokuh,2015,3,95,17
rokuh,2015,4,137,22
rokuh,2016,1,144,10
rokuh,2016,2,140,11
rokuh,2016,3,162,31
rokuh,2016,4,161,23
rokuh,2017,1,158,9
rokuh,2017,2,161,8
rokuh,2017,3,170,14
rokuh,2017,4,199,17
rokuh,2018,1,209,8
rokuh,2018,2,207,9
rokuh,2018,3,220,22
rokuh,2018,4,227,26
rokuh,2019,1,235,13
rokuh,2019,2,257,25
rokuh,2019,3,265,21
rokuh,2019,4,261,14
rokuh,2020,2,287,13
rokuh,2020,1,276,20
dadij,2015,1,973,82
dadij,2015,2,1012,69
dadij,2015,3,1070,67
dadij,2015,4,1116,79
dadij,2016,1,1186,72
dadij,2016,2,1226,94
dadij,2016,3,1279,101
dadij,2016,4,1320,92
dadij,2017,1,1531,88
dadij,2017,2,1545,100
dadij,2017,3,1312,91
dadij,2017,4,1284,89
dadij,2018,1,1381,112
dadij,2018,2,1420,135
dadij,2018,3,1399,106
dadij,2018,4,1420,116
dadij,2019,1,1558,105
dadij,2019,2,1603,111
dadij,2019,3,1633,95
dadij,2019,4,1636,83
dadij,2020,2,1694,74
dadij,2020,1,1694,120
kosil,2015,1,745,75
kosil,2015,2,804,76
kosil,2015,3,825,97
kosil,2015,4,883,69
kosil,2016,1,929,105
kosil,2016,2,974,108
kosil,2016,3,941,154
kosil,2016,4,992,89
kosil,2017,1,1067,121
kosil,2017,2,1054,96
kosil,2017,3,1119,89
kosil,2017,4,1145,88
kosil,2018,1,1192,82
kosil,2018,2,1213,79
kosil,2018,3,1211,91
kosil,2018,4,1235,87
kosil,2019,1,1295,88
kosil,2019,2,1276,82
kosil,2019,3,1319,102
kosil,2019,4,1374,104
kosil,2020,1,1404,88
kosil,2020,2,1410,57
hodor,2015,1,518,26
hodor,2015,2,565,64
hodor,2015,3,620,47
hodor,2015,4,677,61
hodor,2016,1,714,56
hodor,2016,2,786,72
hodor,2016,3,870,101
hodor,2016,4,905,79
hodor,2017,1,959,73
hodor,2017,2,1015,47
hodor,2017,3,926,69
hodor,2017,4,930,38
hodor,2018,1,953,49
hodor,2018,2,932,49
hodor,2018,3,933,53
hodor,2018,4,970,43
hodor,2019,1,925,59
hodor,2019,2,967,44
hodor,2019,3,948,40
hodor,2019,4,950,55
hodor,2020,2,1036,33
hodor,2020,1,1016,50
dihat,2015,1,192,20
dihat,2015,2,208,16
dihat,2015,3,221,19
dihat,2015,4,235,18
dihat,2016,1,251,25
dihat,2016,2,261,15
dihat,2016,3,281,26
dihat,2016,4,291,17
dihat,2017,1,295,14
dihat,2017,2,309,19
dihat,2017,3,321,21
dihat,2017,4,328,16
dihat,2018,1,337,16
dihat,2018,2,350,15
dihat,2018,3,366,25
dihat,2018,4,375,16
dihat,2019,1,387,20
dihat,2019,2,394,18
dihat,2019,3,395,16
dihat,2019,4,399,15
dihat,2020,1,408,14
dihat,2020,2,405,5
logib,2015,1,169,11
logib,2015,2,183,7
logib,2015,3,198,13
logib,2015,4,189,7
logib,2016,1,193,13
logib,2016,2,206,17
logib,2016,3,221,17
logib,2016,4,228,8
logib,2017,1,222,10
logib,2017,2,234,15
logib,2017,3,259,25
logib,2017,4,249,13
logib,2018,1,263,10
logib,2018,2,296,24
logib,2018,3,301,19
logib,2018,4,293,23
logib,2019,1,305,9
logib,2019,2,305,7
logib,2019,3,314,8
logib,2019,4,307,5
logib,2020,2,311,12
logib,2020,1,300,10
jijid,2015,1,187,11
jijid,2015,2,188,5
jijid,2015,3,195,10
jijid,2015,4,193,15
jijid,2016,1,210,18
jijid,2016,2,221,11
jijid,2016,3,232,25
jijid,2016,4,237,24
jijid,2017,1,250,19
jijid,2017,2,260,13
jijid,2017,3,269,18
jijid,2017,4,273,19
jijid,2018,1,286,10
jijid,2018,2,296,9
jijid,2018,3,296,14
jijid,2018,4,292,1
jijid,2019,1,296,14
jijid,2019,2,307,12
jijid,2019,3,266,5
jijid,2019,4,290,16
jijid,2020,2,285,11
jijid,2020,1,277,10
hiriz,2015,1,395,23
hiriz,2015,2,438,36
hiriz,2015,3,477,54
hiriz,2015,4,510,35
hiriz,2016,1,514,29
hiriz,2016,2,532,39
hiriz,2016,3,562,38
hiriz,2016,4,594,40
hiriz,2017,1,635,35
hiriz,2017,2,632,39
hiriz,2017,3,636,28
hiriz,2017,4,659,40
hiriz,2018,1,687,37
hiriz,2018,2,703,33
hiriz,2018,3,718,39
hiriz,2018,4,735,47
hiriz,2019,1,764,43
hiriz,2019,2,768,30
hiriz,2019,3,795,36
hiriz,2019,4,818,41
hiriz,2020,2,850,21
hiriz,2020,1,837,19
timuh,2018,1,532,44
razon,2015,1,411,37
razon,2015,2,433,45
razon,2015,3,438,36
razon,2015,4,502,46
razon,2016,1,507,46
razon,2016,2,519,40
razon,2016,3,567,71
razon,2016,4,582,44
razon,2017,1,648,84
razon,2017,2,701,68
razon,2017,3,745,68
razon,2017,4,763,62
razon,2018,1,807,74
razon,2018,2,854,72
razon,2018,3,841,57
razon,2018,4,931,64
razon,2019,1,933,52
razon,2019,2,955,78
razon,2019,3,988,70
razon,2019,4,1002,58
razon,2020,2,1052,48
razon,2020,1,1020,43
lirak,2015,1,586,22
lirak,2015,2,510,27
lirak,2015,3,671,21
lirak,2015,4,540,26
lirak,2016,1,561,36
lirak,2016,2,596,43
lirak,2016,3,644,90
lirak,2016,4,694,45
lirak,2017,1,715,47
lirak,2017,2,721,39
lirak,2017,3,732,34
lirak,2017,4,752,34
lirak,2018,1,734,24
lirak,2018,2,735,33
lirak,2018,3,761,36
lirak,2018,4,758,30
lirak,2019,1,761,43
lirak,2019,2,788,33
lirak,2019,3,822,30
lirak,2019,4,852,35
lirak,2020,2,819,17
lirak,2020,1,841,31
muzop,2015,1,198,18
muzop,2015,2,203,12
muzop,2015,3,199,5
muzop,2015,4,201,6
muzop,2016,1,197,15
muzop,2016,2,213,10
muzop,2016,3,224,27
muzop,2016,4,230,12
muzop,2017,1,232,6
muzop,2017,2,237,17
muzop,2017,3,227,10
muzop,2017,4,235,17
muzop,2018,1,238,14
muzop,2018,2,248,11
muzop,2018,3,249,11
muzop,2018,4,257,9
muzop,2019,1,246,11
muzop,2019,2,259,23
muzop,2019,3,238,12
muzop,2019,4,248,10
muzop,2020,2,231,10
muzop,2020,1,249,7
goruz,2015,1,345,30
goruz,2015,2,373,39
goruz,2015,3,386,32
goruz,2015,4,397,34
goruz,2016,1,431,55
goruz,2016,2,489,59
goruz,2016,3,570,77
goruz,2016,4,593,42
goruz,2017,1,632,53
goruz,2017,2,646,55
goruz,2017,3,684,51
goruz,2017,4,695,45
goruz,2018,1,754,68
goruz,2018,2,757,36
goruz,2018,3,778,38
goruz,2018,4,772,46
goruz,2019,1,778,40
goruz,2019,2,799,31
goruz,2019,3,816,26
goruz,2019,4,828,27
goruz,2020,2,854,24
goruz,2020,1,844,40
kovig,2015,1,465,28
kovig,2015,2,464,22
kovig,2015,3,496,37
kovig,2015,4,505,17
kovig,2016,1,518,32
kovig,2016,2,515,19
kovig,2016,3,561,54
kovig,2016,4,592,36
kovig,2017,1,615,47
kovig,2017,2,650,41
kovig,2017,3,685,43
kovig,2017,4,710,34
kovig,2018,1,719,37
kovig,2018,2,731,38
kovig,2018,3,773,61
kovig,2018,4,791,33
kovig,2019,1,798,35
kovig,2019,2,808,37
kovig,2019,3,786,28
kovig,2019,4,799,31
kovig,2020,2,808,20
kovig,2020,1,807,45
tujoh,2015,1,78,12
tujoh,2015,2,84,6
tujoh,2015,3,85,6
tujoh,2015,4,89,10
tujoh,2016,1,94,9
tujoh,2016,2,95,4
tujoh,2016,3,101,8
tujoh,2016,4,113,14
tujoh,2017,1,119,5
tujoh,2017,2,115,0
tujoh,2017,3,124,12
tujoh,2017,4,126,4
tujoh,2018,1,134,10
tujoh,2018,2,138,9
tujoh,2018,3,143,7
tujoh,2018,4,147,10
tujoh,2019,1,148,9
tujoh,2019,2,153,9
tujoh,2019,3,158,7
tujoh,2019,4,144,6
tujoh,2020,1,154,9
tujoh,2020,2,158,4
lunap,2015,1,155,6
lunap,2015,2,169,17
lunap,2015,3,186,20
lunap,2015,4,195,15
lunap,2016,1,208,17
lunap,2016,2,216,16
lunap,2016,3,227,21
lunap,2016,4,239,14
lunap,2017,1,261,28
lunap,2017,2,270,14
lunap,2017,3,273,14
lunap,2017,4,288,26
lunap,2018,1,295,17
lunap,2018,2,301,23
lunap,2018,3,300,12
lunap,2018,4,293,5
lunap,2019,1,300,5
lunap,2019,2,301,13
lunap,2019,3,303,16
lunap,2019,4,267,6
lunap,2020,2,319,12
lunap,2020,1,315,13
nadug,2015,1,463,39
nadug,2015,2,502,22
nadug,2015,3,522,41
nadug,2015,4,488,42
nadug,2016,1,547,41
nadug,2016,2,585,49
nadug,2016,3,600,52
nadug,2016,4,638,48
nadug,2017,1,583,53
nadug,2017,2,634,65
nadug,2017,3,657,51
nadug,2017,4,693,38
nadug,2018,1,769,73
nadug,2018,2,779,44
nadug,2018,3,826,66
nadug,2018,4,821,71
nadug,2019,1,860,65
nadug,2019,2,816,45
nadug,2019,3,812,51
nadug,2019,4,813,49
nadug,2020,2,861,28
nadug,2020,1,908,50
zopaf,2015,1,60,4
zopaf,2015,2,60,4
zopaf,2015,3,62,5
zopaf,2015,4,66,4
zopaf,2016,1,67,6
zopaf,2016,2,66,1
zopaf,2016,3,80,10
zopaf,2016,4,82,7
zopaf,2017,1,87,9
zopaf,2017,2,83,3
zopaf,2017,3,84,10
zopaf,2017,4,86,7
zopaf,2018,1,95,11
zopaf,2018,2,110,14
zopaf,2018,3,109,11
zopaf,2018,4,112,4
zopaf,2019,1,119,6
zopaf,2019,2,124,8
zopaf,2019,3,125,4
zopaf,2019,4,126,6
zopaf,2020,2,123,1
zopaf,2020,1,125,9
gukoj,2015,1,26,1
gukoj,2015,2,31,1
gukoj,2015,3,29,1
gukoj,2015,4,25,1
gukoj,2016,1,29,1
gukoj,2016,2,34,4
gukoj,2016,3,37,7
gukoj,2016,4,43,7
gukoj,2017,1,46,5
gukoj,2017,2,50,6
gukoj,2017,3,59,6
gukoj,2017,4,62,4
gukoj,2018,1,71,11
gukoj,2018,2,72,3
gukoj,2018,3,72,4
gukoj,2018,4,74,7
gukoj,2019,1,75,3
gukoj,2019,2,72,2
gukoj,2019,3,70,1
gukoj,2019,4,70,3
gukoj,2020,1,74,6
gukoj,2020,2,77,3
tigom,2015,1,97,12
tigom,2015,2,81,12
tigom,2015,3,94,13
tigom,2015,4,98,18
tigom,2016,1,111,24
tigom,2016,2,122,19
tigom,2016,3,137,25
tigom,2016,4,142,15
tigom,2017,1,154,14
